1,0.98527,0.97054,0.95581,0.94108,0.92635,0.91163,0.89691,0.8822,0.86749,0.85279,0.83811,0.82344,0.80879,0.79416,0.77955,0.76497,0.75042,0.73591,0.72143,0.707,0.69261,0.67827,0.66399,0.64977,0.63562,0.62154,0.60753,0.5936,0.57976,0.56601,0.55235,0.5388,0.52535,0.51201,0.49879,0.48569,0.47272,0.45988,0.44717,0.4346,0.42218,0.40991,0.39778,0.38582,0.37402,0.36238,0.3509,0.3396,0.32847,0.31752,0.30675,0.29615,0.28575,0.27552,0.26549,0.25564,0.24598,0.23651,0.22724,0.21816,0.20927,0.20057,0.19207,0.18376,0.17564,0.16772,0.15998,0.15244,0.14509,0.13793,0.13095,0.12416,0.11755,0.11113,0.10489,0.098821,0.092933,0.087219,0.081676,0.076303,0.071097,0.066055,0.061174,0.056451,0.051885,0.047471,0.043207,0.03909,0.035117,0.031284,0.027589,0.024028,0.020599,0.017297,0.014121,0.011066,0.0081298,0.0053088,0.0026,1.1308e-07
-0.14731,-0.14731,-0.1473,-0.1473,-0.14728,-0.14726,-0.14722,-0.14717,-0.1471,-0.14701,-0.1469,-0.14677,-0.14661,-0.14642,-0.1462,-0.14594,-0.14566,-0.14533,-0.14497,-0.14456,-0.14412,-0.14362,-0.14309,-0.1425,-0.14187,-0.14119,-0.14047,-0.13969,-0.13886,-0.13797,-0.13704,-0.13606,-0.13502,-0.13393,-0.1328,-0.13161,-0.13037,-0.12909,-0.12776,-0.12638,-0.12496,-0.12349,-0.12198,-0.12044,-0.11885,-0.11723,-0.11557,-0.11388,-0.11216,-0.11041,-0.10863,-0.10683,-0.10501,-0.10316,-0.1013,-0.099422,-0.09753,-0.095625,-0.093711,-0.091789,-0.089861,-0.08793,-0.085997,-0.084064,-0.082134,-0.080207,-0.078286,-0.076373,-0.074469,-0.072576,-0.070696,-0.06883,-0.06698,-0.065146,-0.063331,-0.061535,-0.059761,-0.058008,-0.056279,-0.054573,-0.052893,-0.051239,-0.049611,-0.048011,-0.046439,-0.044897,-0.043383,-0.0419,-0.040447,-0.039025,-0.037633,-0.036274,-0.034945,-0.033649,-0.032384,-0.031151,-0.02995,-0.028781,-0.027644,-0.026538,-0.025464
